,Length,EffectiveLength,Overdispersion,logFC,logCPM,PValue,F,FDR
ENST00000371579.7,1601,1422.6938800895596,15.316205466674672,0.6577284661621441,4.184055671460765,0.018264602447989643,10.167465647414641,0.07635554625402219
ENST00000598237.1,643,464.7875093306793,1.7973901640136534,-1.6921323033552844,-0.7103283547401313,0.018275125237347013,8.280078947137195,0.0763924101689139
ENST00000639477.1,6337,6158.69388008956,27.131535011317517,2.8820020748970157,0.8673721785228914,0.018282849662090157,9.159627048149549,0.07641200088071484
ENST00000323482.9,3632,3453.6938800895596,3.7136792520435256,-2.036283020551929,0.1832517604585042,0.018283222276740636,9.300597573766723,0.07641200088071484
ENST00000503479.6,2482,2303.6938800895596,16.17472174218033,-1.645202827364465,0.9427491328920439,0.01829964635093646,10.021328149137396,0.07646136360907925
ENST00000456097.6,1138,959.6938800895597,13.708621281548911,-2.5892121175353244,1.3723192480805424,0.018300089349050617,10.061029267029838,0.07646136360907925
ENST00000367339.7,3111,2932.6938800895596,1.1767458167659008,-0.32040486366054227,3.937193321940136,0.018300152299823146,9.936589340741964,0.07646136360907925
ENST00000591784.5,940,761.6938800895597,9.708314114502851,-0.6211182923553811,2.865038466167051,0.018305105531302955,9.93855620397928,0.07647492858131798
ENST00000007264.7,2048,1869.6938800895596,6.077259743289554,0.3048812906096759,4.41824782962595,0.018307750727582877,9.934194844623036,0.07647884943168792
ENST00000475458.3,5211,5032.69388008956,24.132354801303983,2.927271423718197,1.4185953466781578,0.018339449911251714,9.740099997824617,0.07659497603912076
ENST00000467084.1,729,550.7213998424348,1.4292364289895978,-1.6167791235361675,-0.08931044267136776,0.01834059383802799,9.270065143488603,0.07659497603912076
ENST00000294740.3,4891,4712.69388008956,40.531690295571664,0.797320428365787,4.821694319804626,0.018340677353769513,10.146289492792297,0.07659497603912076
ENST00000479300.2,1159,980.6938800895597,37.36679830389295,2.9792983902397436,1.4896112115795805,0.018357701173651843,9.666889260089407,0.07665892715427386
ENST00000397195.10,5589,5410.69388008956,19.003836999857583,-0.22023339358705715,6.813930433215897,0.018364687872721577,10.139277166410388,0.07667497431772848
ENST00000529641.5,881,702.6938800895597,11.955850952637839,-1.2359635990502111,1.1578874036226707,0.018364966176880222,10.008100834050289,0.07667497431772848
ENST00000300151.5,1083,904.6938800895597,1.1157227023611196,-0.2557359536229104,4.389987910649656,0.01837023925874568,9.917878264648094,0.07668984455223148
ENST00000447166.3,16403,16224.69388008956,1.0,0.7056521619399347,1.8682398428816374,0.018375567681545312,9.945023406352579,0.0767049430254054
ENST00000297533.9,1295,1116.6938800895596,3.664568817060344,0.42419573137296984,4.021878947292397,0.018377866992597962,9.916282290474445,0.07670739547366871
ENST00000541869.5,5059,4880.69388008956,17.658123335630968,-1.3728664426932164,2.4533686783706115,0.01838185099164767,10.150699484531696,0.07671687853094195
ENST00000518282.5,12175,11996.69388008956,28.125052660534955,-2.7366163305942206,2.20561113680828,0.018395280873331702,10.21076289931575,0.07676577865662758
ENST00000410062.9,1555,1376.6938800895596,6.101572091753584,0.3085397307699781,5.828282235172056,0.018403481831839017,10.128977913163695,0.07679279103002352
ENST00000437340.5,1755,1576.6938800895596,9.545873883188417,-1.0249758725878468,2.3243710495836702,0.018405181220290837,10.025127621268092,0.07679279103002352
ENST00000430676.6,1106,927.6938800895597,3.2489993328664037,-0.5784798347802552,2.38441622853939,0.018411455474664974,9.914843132465759,0.0768118174541674
ENST00000374222.6,1660,1481.6938800895596,10.624282842857559,3.108491473595243,-0.5107284588163443,0.018413660671614505,8.251407346947078,0.07681386597986573
ENST00000370461.5,4506,4327.69388008956,1.5039308539130831,1.3130497979067255,0.8062017380489721,0.018416578534108562,9.900261952268758,0.07681888678134029
ENST00000472481.5,728,549.7213998424348,4.12845271090017,-1.1082415491041226,-0.27448257641481194,0.018420003891074264,9.304280658332583,0.07682602330258087
ENST00000356729.5,613,434.8065358935014,1.698052574584342,-2.2965791079767386,-0.5704084698293177,0.018438596297565665,8.113397376529482,0.07689641123222103
ENST00000401707.7,4739,4560.69388008956,2.6174149181797404,-0.4207089468836879,4.055911611434668,0.018448969530723704,9.897693565935214,0.07693251197108318
ENST00000261965.8,3879,3700.6938800895596,3.5043713355706534,-0.32123811880882575,3.8870780861160625,0.01845198542105383,9.897104479515049,0.07693792860359572
ENST00000263918.9,14174,13995.69388008956,1.0917067278425137,-0.2824720601207981,5.160133444787849,0.018464264180496116,9.893102899070689,0.07698196335990058
ENST00000620489.1,1503,1324.6938800895596,1.258246807560298,0.1857859207855513,5.520662090838664,0.01848313573689857,9.888150710592276,0.07705347432376611
ENST00000368402.9,1308,1129.6938800895596,4.296894247102435,-1.8244314578359753,0.36299820468606925,0.018510607934125962,9.49830267178225,0.07715708455637026
ENST00000718344.1,1632,1453.6938800895596,2.306609474763992,1.4821144411183733,0.2189994887382238,0.01851143281929742,9.412831931300468,0.07715708455637026
ENST00000361796.9,6226,6047.69388008956,30.008761618107105,9.474855738621958,1.3402191161185726,0.018516119586033084,14.161482742447197,0.07716944147783934
ENST00000269932.10,2412,2233.6938800895596,6.793314172081773,-1.2448920366603489,3.4702316249168805,0.01851900388105449,10.100738559659593,0.0771742846567407
ENST00000558189.1,4689,4510.69388008956,10.76609421287348,2.6711745330639105,0.036699838800425405,0.018529412241826863,8.307651127375786,0.07720564858944592
ENST00000285238.13,5693,5514.69388008956,11.310702840392398,-0.9973037927825071,1.308844199235623,0.018529975911706745,9.952019653837416,0.07720564858944592
ENST00000554019.5,2094,1915.6938800895596,4.034458357949824,-0.5316490417324092,3.5819278179929177,0.01853339752022921,9.876653195179106,0.07721081017559238
ENST00000392871.6,2352,2173.6938800895596,11.783357581755041,-1.7629484094060082,0.602781535231707,0.018534660798885255,9.751622373290418,0.07721081017559238
ENST00000338588.8,1774,1595.6938800895596,3.10061982451222,-2.028015947603499,0.5704001120441959,0.018539314833525333,9.668579522185688,0.07722074505341738
ENST00000282074.7,1342,1163.6938800895596,5.904603787971456,-2.0884683345355923,-0.25079831907777617,0.018540492201238927,8.569404890011072,0.07722074505341738
ENST00000503291.5,2025,1846.6938800895596,8.906469877844824,2.127487652221143,-0.051121248770830935,0.018554142667847884,8.55223547542418,0.07727041701569995
ENST00000307650.9,931,752.6938800895597,2.24847162272663,-0.644402527806269,2.131306826918464,0.01855801609819481,9.881996016507642,0.0772793661719364
ENST00000513595.1,406,229.369854443842,1.0,-1.210137911585988,0.46536815338502874,0.018563977255276348,9.866780823032627,0.07728782633941615
ENST00000371523.8,2234,2055.6938800895596,4.4950683996358,-1.3014060203320892,1.0169490667345162,0.018564670358959756,9.954317676116144,0.07728782633941615
ENST00000538670.1,1336,1157.6938800895596,1.0,-0.7651905854889213,1.717242641922811,0.018565221992757928,9.899177901812877,0.07728782633941615
ENST00000429654.7,2441,2262.6938800895596,1.085576727645778,0.7813121572845131,1.87121242808352,0.018578502099555,9.89430856464373,0.07733592731845416
ENST00000471281.5,1205,1026.6938800895596,3.651090422554054,-2.0636661133772294,-0.07588276587714793,0.01858904101745559,8.90942637681521,0.07737260979316389
ENST00000263578.10,1951,1772.6938800895596,4.422332195127484,-0.7708469752260765,2.587949618940251,0.01859103230636042,9.866738353323067,0.07737371121763878
ENST00000436647.1,889,710.6938800895597,6.575998476573083,-2.145508731937404,0.3062030267592144,0.018597826169884615,9.2722030417592,0.07739479833754638
ENST00000173898.12,4634,4455.69388008956,4.0466287944990365,-0.2525961090279072,4.552715192785907,0.018603839092246922,9.857424385937405,0.07740912768178844
ENST00000533420.3,1168,989.6938800895597,1.0,-1.6221815397552721,-0.8664720557122538,0.01860536992355475,8.087555237844942,0.07740912768178844
ENST00000483405.5,1115,936.6938800895597,2.4797714837093205,-0.9319322964564609,1.6846314867135603,0.018606561011950296,9.894824946255513,0.07740912768178844
ENST00000376810.6,3654,3475.6938800895596,1.1334849009422105,-0.32790301806917105,3.8758493484615473,0.018608179317315503,9.856875699439833,0.07740912768178844
ENST00000688223.1,5069,4890.69388008956,23.40260826015736,-1.1411936701343361,4.068901307145669,0.018624470943493298,10.071014784625397,0.07746256615214127
ENST00000315467.9,1560,1381.6938800895596,2.307117670501868,-0.6065705795774828,2.5311859694825993,0.018626211204599813,9.85785180006856,0.07746256615214127
ENST00000709349.1,1560,1381.6938800895596,2.307117670501868,-0.6065705795774828,2.5311859694825993,0.018626211204599813,9.85785180006856,0.07746256615214127
ENST00000368623.7,2723,2544.6938800895596,5.865733291465248,2.6143064922847596,-0.01766716147070267,0.018628812123842077,8.298625967939019,0.0774661934002865
ENST00000466186.2,880,701.6938800895597,2.295492918435756,-1.0503241093906108,1.5096393571318152,0.018631116303382503,9.905358358711544,0.07746858612516223
ENST00000674535.1,4793,4614.69388008956,27.696673251013305,-1.233711951827489,4.163456790903092,0.018636039427282293,10.067903368050471,0.07748186702319046
ENST00000557342.6,376,200.36811229834487,1.1395306687739353,-0.2801216852186004,4.348449302266694,0.018643188037545937,9.847457259329383,0.07750439736065229
ENST00000679187.1,3839,3660.6938800895596,32.461456107197506,-1.4522562498023506,3.355786167000034,0.01865086984505689,10.06648354283782,0.07752913994683157
ENST00000422453.7,3295,3116.6938800895596,1.761655165361747,0.36624702226399325,3.4047129173060933,0.01865630869356564,9.845579718431974,0.07753074708039062
ENST00000267460.9,5871,5692.69388008956,1.0,0.49771754075558505,2.6629132920365817,0.0186571732321777,9.849235705878716,0.07753074708039062
ENST00000705193.1,5871,5692.69388008956,1.0,0.49771754075558505,2.6629132920365817,0.0186571732321777,9.849235705878716,0.07753074708039062
ENST00000529221.6,2256,2077.6938800895596,4.963719827872938,-1.7386908200789346,1.2795453967493493,0.018658177155496027,10.135883490262835,0.07753074708039062
ENST00000431606.5,1099,920.6938800895597,1.0,-0.34284419413276834,3.5499426292652148,0.018663883671766256,9.843192118680552,0.07754726854107721
ENST00000446987.5,1853,1674.6938800895596,8.70233482585547,-1.00010956305161,1.1438259212583686,0.018670080164859208,9.930315215684212,0.07756582257254829
ENST00000371470.8,656,477.7875093306793,1.2798759926370942,-0.3211103465791577,3.589378732654338,0.018684380754292528,9.837880712274263,0.07761803893395777
ENST00000427120.6,4697,4518.69388008956,1.5072731695492663,0.6567246603018617,2.949601520307775,0.018701251655321785,9.836303177633877,0.07768092212890475
ENST00000352066.8,3361,3182.6938800895596,10.791643228411719,-0.517674890623202,4.414720189009875,0.018703270181694747,10.049595542222438,0.07768210585892328
ENST00000357998.10,7455,7276.69388008956,23.319145891120776,-0.4782093090387673,4.6487296342811915,0.018712418324771198,10.047012180924305,0.07771289142465111
ENST00000233027.10,6053,5874.69388008956,2.060280320104471,-0.4516555896830481,2.975607306509584,0.01871501294683293,9.831988440756145,0.07771289142465111
ENST00000589838.5,1898,1719.6938800895596,12.271640496817295,0.17281332292387916,5.7375929762321345,0.018715885033916555,9.828453603510303,0.07771289142465111
ENST00000359172.3,2503,2324.6938800895596,6.341639383199498,-0.5495061617223395,3.1361381613276245,0.0187292267017087,9.82778426703584,0.07776108382565261
ENST00000259400.11,6885,6706.69388008956,1.435580516689455,-0.24774695939360794,4.333852191790959,0.018742668904518638,9.8221267235377,0.07780968466559057
ENST00000677123.1,2096,1917.6938800895596,10.703251971555066,0.2888462481372934,7.526317646543235,0.018747315689814838,10.037285926781175,0.07782176594500165
ENST00000377990.7,5803,5624.69388008956,17.338148059850614,-0.7657925278097633,1.6809145189081003,0.018764247814837334,9.850158290361296,0.0778788728746756
ENST00000438105.2,2662,2483.6938800895596,4.693561545591006,-1.4309100022777839,1.1440319277574083,0.01876454866947563,9.89905376247014,0.0778788728746756
ENST00000645058.1,3185,3006.6938800895596,1.65400353112569,-1.104194780607191,0.7213812264413949,0.018774807373091104,9.898914623321915,0.07791423348727408
ENST00000493763.7,4499,4320.69388008956,2.8425053213950817,0.12986444885815018,7.112406610576999,0.018776924322049256,9.81278640349229,0.0779158029257662
ENST00000373585.8,2501,2322.6938800895596,1.0130333694420581,-0.24437566766937519,5.188404749509103,0.018779995521275208,9.81228957169956,0.07792133141702438
ENST00000409559.7,644,465.7875093306793,1.8580423953563174,-1.1957029033490845,-0.7797579108999805,0.018786427576937836,8.40186075182656,0.07793663010757473
ENST00000292377.4,2546,2367.6938800895596,1.247595665724653,1.0506468603824555,1.7246469158202018,0.018787161152887064,9.8582712784491,0.07793663010757473
ENST00000573924.1,574,395.8229512276045,3.0479478038186123,-0.9237964370964385,1.3954691371434629,0.018801114627788378,9.87021513104248,0.07797902739427821
ENST00000672287.2,1824,1645.6938800895596,1.6071750455174296,1.1516687063094957,-0.059959528526261414,0.01880128757023564,9.27337075052462,0.07797902739427821
ENST00000536689.5,3744,3565.6938800895596,4.2584095349942706,2.0196024790396807,-0.4506644574521863,0.018802601838726566,8.172070919843232,0.07797902739427821
ENST00000612393.4,1348,1169.6938800895596,2.3240012610755687,0.49059013424877707,3.2607142785872356,0.018807988914260543,9.80757496212351,0.07798318835774663
ENST00000618135.4,1348,1169.6938800895596,2.3240012610755687,0.49059013424877707,3.2607142785872356,0.018807988914260543,9.80757496212351,0.07798318835774663
ENST00000485987.1,1087,908.6938800895597,2.9931458223615173,-1.0869587442961572,0.9910857856625644,0.01880882595279118,9.901919608411566,0.07798318835774663
ENST00000500704.7,5878,5699.69388008956,4.776704558103733,0.8132113915723034,3.1097607940592824,0.01881833441999066,10.022792524427539,0.07801307622949386
ENST00000262160.11,34626,34447.69388008956,1.4085760338610973,0.6299773686475548,2.437422747527925,0.01881951650355557,9.811442702331927,0.07801307622949386
ENST00000241125.4,5214,5035.69388008956,1.0537246764678132,-0.5293334449320807,2.8690285114522784,0.01882482452572585,9.804721948396013,0.07802466017149784
ENST00000297848.8,8009,7830.69388008956,3.437424762965286,0.8971355364712739,2.4990244066301024,0.018825793349272157,9.85490285388875,0.07802466017149784
ENST00000416335.1,6893,6714.69388008956,46.73731784753557,-0.3769720481868513,6.498584116480892,0.01883400087765891,10.014580813642516,0.07805145781270448
ENST00000684460.1,9692,9513.69388008956,18.25132882360929,-8.381536479708176,0.43531565688120766,0.018838558234993853,14.130635695290177,0.07806312493696223
ENST00000700670.1,1666,1487.6938800895596,1.096948797409541,0.31340507091559533,3.9645907667440117,0.018840889812527562,9.797676212867797,0.07806556758106081
ENST00000457765.6,4846,4667.69388008956,6.948796116621744,-3.147665834646838,-0.21996293251243923,0.018846624625282634,7.9671960710427845,0.07808210947517938
ENST00000699333.1,6587,6408.69388008956,2.5236528705085903,1.1086382563018755,1.6610727367749873,0.018858100444122616,9.85099991983007,0.07812243126574638
ENST00000485061.2,566,387.8716247044672,3.287350654108376,1.1331769998914312,0.33315129360477413,0.018869633367918772,9.621443412714358,0.07816298214548051
ENST00000324685.11,5309,5130.69388008956,7.666934982298367,-0.7994242188162107,3.702964546815002,0.01888425427458256,10.003161811268011,0.07821376728655019
ENST00000714027.1,11609,11430.69388008956,11.564840734035592,1.4518675468726252,2.5451791056512016,0.018885384437760215,10.02021859888912,0.07821376728655019
ENST00000578272.1,701,522.7875093306793,1.6647555396620157,-0.6735176457949487,2.632087660495143,0.0189005150604712,9.787484360977706,0.07826919696652573
ENST00000296932.13,6784,6605.69388008956,19.954223503699666,-1.2608627661564389,3.481122894325771,0.01890370592777026,9.999293690163062,0.07827517707718658
ENST00000548273.5,818,639.7213998424348,2.874871094816776,1.9598120728309023,-0.3723340032906339,0.018907832164183673,8.276002199418015,0.07828502883758981
ENST00000471254.5,1186,1007.6938800895597,3.544176119254073,-0.6773186009139661,2.2347729211096223,0.018933424873211785,9.784416267030757,0.07837711863491445
ENST00000502393.5,637,458.8065358935014,3.0613326031523775,-0.7027042151019673,2.7364154156645277,0.018933572319808727,9.778454338692045,0.07837711863491445
ENST00000558182.5,544,365.93403858120723,1.889628858148981,-1.1773657713113619,1.1905331844515192,0.01895266029913434,9.85540255965305,0.07844888792393394
ENST00000555222.5,2185,2006.6938800895596,4.37049179656921,1.1559767505071263,1.28451574606519,0.01896547856226604,9.842211021247243,0.07849469473110775
ENST00000508501.5,5054,4875.69388008956,9.024665379737058,1.2610988463807267,0.7572371443736376,0.018967837182264094,9.75679703384479,0.07849720649930146
ENST00000496096.5,511,333.0067219917013,2.2799783011233146,0.9560015405493425,1.1528576847679457,0.018980377755323515,9.843597926707995,0.07854180096402001
ENST00000334530.9,1476,1297.6938800895596,9.286725798937908,-1.972473299223937,0.40796202951702465,0.018982118328989238,9.445249699532125,0.07854180096402001
ENST00000463215.1,627,448.8065358935014,1.9101342449279857,0.8387325296951929,1.515595702179602,0.018991345585399826,9.816409590098617,0.07857272523565244
ENST00000437139.7,2263,2084.6938800895596,1.8304603322538906,-1.1250624224985648,0.7662296921084125,0.01900230621978122,9.842726020834327,0.07861081462468762
ENST00000459737.5,4793,4614.69388008956,33.13571002756242,0.7993709711731377,3.9988856526362517,0.019004554577812867,9.97161487732835,0.07861285841284707
ENST00000417257.6,5051,4872.69388008956,4.945976883169808,-0.959980077204154,2.692481874997742,0.01902660843091923,9.971411380029036,0.07869682023240925
ENST00000420358.2,3722,3543.6938800895596,4.026998256873152,-1.0942373124219762,2.4824168613367044,0.019039663598411444,9.971406178351895,0.07874355011614353
ENST00000504727.1,2923,2744.6938800895596,9.457632286107941,0.8499654816147515,3.091527252647409,0.01904182790404183,9.964868077877897,0.07874523350018628
ENST00000339773.9,2177,1998.6938800895596,9.623671929118704,-2.5992776694129573,-0.1903618449219964,0.0190436120746675,8.139502109540544,0.07874534471513568
ENST00000301072.11,2823,2644.6938800895596,3.248000205745049,-0.9971554683655686,2.469769113554202,0.019048608608215202,9.905124326134455,0.07874815412583093
ENST00000506850.5,1004,825.6938800895597,2.187788481601246,-0.7869420609507837,2.3193939584687855,0.019048889777991487,9.754542443473103,0.07874815412583093
ENST00000432455.5,1620,1441.6938800895596,5.262184129361609,1.488234047552048,-0.3546766971357429,0.019049563516190384,8.575496442825504,0.07874815412583093
ENST00000409465.5,3097,2918.6938800895596,14.002376355156201,2.977285805000445,0.6569800100234937,0.019054675977318643,8.612370906210788,0.07876202243516518
ENST00000429285.6,8475,8296.69388008956,98.47506997187598,5.295765631210902,3.2417424435825293,0.019062617431329795,9.11881712496153,0.07878407350831815
ENST00000260197.12,10863,10684.69388008956,1.3824727118416844,-0.5929944480499733,2.8760351356037868,0.019066729903134523,9.744260008717667,0.07878407350831815
ENST00000566265.1,2087,1908.6938800895596,15.161308655759417,1.4840422748305462,1.679646528086179,0.01906726787840761,10.02801413734268,0.07878407350831815
ENST00000417430.1,804,625.7213998424348,1.0,-1.041438226002239,0.6218276434417557,0.01906880143873644,9.820048153068543,0.07878407350831815
ENST00000419375.1,804,625.7213998424348,1.0,-1.041438226002239,0.6218276434417557,0.01906880143873644,9.820048153068543,0.07878407350831815
ENST00000710327.1,4735,4556.69388008956,1.9972401367151404,-0.3634080177900989,5.144541799982571,0.01908798591054224,9.949111342893126,0.07885606496149243
ENST00000515355.5,771,592.7213998424348,21.59583404587226,-2.602898493705543,1.1359448214994783,0.01909173990445941,9.68921618215614,0.07886430280777385
ENST00000304116.10,1799,1620.6938800895596,4.980150282515085,0.9390733029452709,1.2007551620735872,0.019099481918086282,9.81175150373249,0.07888901135877632
ENST00000307584.6,3098,2919.6938800895596,1.0,-0.5415618489253451,2.644135836040964,0.019102606281992965,9.736827893852661,0.0788946442490679
ENST00000275428.9,1158,979.6938800895597,2.1487224883794305,-0.431614812767825,3.7405312775954322,0.019106012493316653,9.731758383126047,0.0789014400366798
ENST00000483670.5,774,595.7213998424348,4.713718863225358,-1.452157197152624,0.45778758094384847,0.019110663376360446,9.625067839810466,0.0789088696895816
ENST00000494277.5,465,287.42124070303737,3.0308706834380996,-0.8778462909817537,1.1242183541249953,0.0191113334391339,9.816507616944266,0.0789088696895816
ENST00000334521.8,2193,2014.6938800895596,6.500727199042597,-0.4030856027193768,4.180243244318247,0.019119621841567222,9.727837612069965,0.07892606094823393
ENST00000580279.2,2677,2498.6938800895596,1.0,1.217632249470744,-0.5624768874172178,0.01912032327380041,8.528553115843799,0.07892606094823393
ENST00000367004.3,1827,1648.6938800895596,4.123362457808099,-1.7617792269422277,1.0489969498670049,0.019120781005869707,9.911195727872245,0.07892606094823393
ENST00000335509.11,5248,5069.69388008956,35.53779085543893,1.0360867303157626,3.590313279732227,0.01913904844390451,9.938196259999204,0.078994188064825
ENST00000370290.7,3847,3668.6938800895596,1.5248564440551857,0.1722314134360262,6.247762902621728,0.019141897108988257,9.721633859987849,0.07899866930842446
ENST00000507742.5,577,398.8065358935014,2.324866696529588,0.5607111502972988,2.6094272074187876,0.01915379781619699,9.725236141847951,0.07903585196612986
ENST00000193322.8,4471,4292.69388008956,26.01572139023439,-0.7744066206298841,2.6950401925215326,0.01915443423159872,9.723987521377557,0.07903585196612986
ENST00000414154.6,793,614.7213998424348,1.6510602552346594,-0.8933946969603319,1.201105325007866,0.01916339979114318,9.796732087274574,0.07906556560546148
ENST00000551405.1,526,347.9785080076342,9.074021932960088,2.2037289868027403,1.107151551386206,0.01916615214995694,9.688130602674402,0.07906964131759533
ENST00000374383.1,573,394.8229512276045,7.99150228037028,-1.1647155125016544,-0.09182594423589437,0.019175563696412757,9.31815512358443,0.07910118611801087
ENST00000409150.8,6172,5993.69388008956,1.0,-0.9875926286062667,1.1749564248939854,0.019181082717513318,9.79643469805043,0.0791097632845038
ENST00000455353.6,1435,1256.6938800895596,1.434764517271946,2.356215481108374,-0.2334226800785889,0.019181173776218644,8.104483580877766,0.0791097632845038
ENST00000301073.4,1185,1006.6938800895597,1.3912069925564263,0.6917728999968168,2.864946167254862,0.019183372717540552,9.716174610847318,0.07911155115458399
ENST00000549138.5,812,633.7213998424348,5.204046501850544,0.9602464963366317,2.0515137013584543,0.019188680611170544,9.736353470232936,0.07912138364674598
ENST00000409698.1,806,627.7213998424348,4.4996385348977395,-2.4368077907931993,0.16058464547596968,0.01918928828798365,8.681906925965038,0.07912138364674598
ENST00000691030.1,7254,7075.69388008956,20.233428136433417,0.49568917961901504,5.433607344767773,0.019198448408098034,9.920820423749019,0.07915186968582952
ENST00000321348.9,4235,4056.6938800895596,1.4306241133153943,-0.15552473212978496,7.034416084382015,0.01922446669322015,9.701253871286628,0.07925184700918934
ENST00000281382.11,1294,1115.6938800895596,2.3609435744546703,-0.48734900750074955,3.8466394891507396,0.0192294732872333,9.71155783133542,0.07926519432197694
ENST00000274695.8,3272,3093.6938800895596,2.0908983395638288,-0.4659655993765734,2.8123140027696722,0.019258854264223055,9.697095101229676,0.07937286008755653
ENST00000610552.4,1763,1584.6938800895596,10.736213967026238,-2.7317708196634056,1.0275501517713626,0.01925913520635563,9.45990715384721,0.07937286008755653
ENST00000510792.1,1963,1784.6938800895596,21.53813425416014,2.9544300796457943,0.560862724908413,0.019263841565951866,8.478167620413373,0.07938495534411155
ENST00000316341.8,4708,4529.69388008956,6.455398873013943,0.49228690482752924,4.85571372513683,0.019269126596468907,9.903048520948666,0.07939630642284759
ENST00000235150.5,2677,2498.6938800895596,4.273227820897522,0.3814420605668231,3.3198968813750946,0.019270139667824652,9.69239462271337,0.07939630642284759
ENST00000676766.1,4774,4595.69388008956,8.535901060387406,-2.506766304902221,0.4427059733559118,0.019272433824663617,8.955454313856213,0.07939845840921222
ENST00000682106.1,5794,5615.69388008956,1.6110807879316347,0.16496737762800703,7.118091944949826,0.0193081161184242,9.693664182064726,0.07953814960311702
ENST00000308020.6,2458,2279.6938800895596,4.266985883110808,-0.2869867538730612,4.94784954664348,0.019316579658903966,9.679066371205192,0.07956570007308995
ENST00000647354.1,5875,5696.69388008956,83.90912598361346,-1.5708321006014272,3.892418728258558,0.01932135076624225,9.89146875241111,0.07957803760901484
ENST00000483064.1,794,615.7213998424348,1.6517322396972658,-1.2022823386065522,0.5785856324498995,0.019334023848451856,9.716237239913195,0.07962291541889313
ENST00000675105.1,7371,7192.69388008956,30.061300380186402,3.2297667783762742,1.588200513154024,0.019336582470807655,9.391239860699775,0.07962613463511871
ENST00000376495.5,3303,3124.6938800895596,1.0,0.5818458618996598,2.4885468294043482,0.019346892817670484,9.67949515684547,0.07966014060841647
ENST00000586815.1,780,601.7213998424348,6.857354252394039,-0.8325184465576443,1.1004135351532385,0.019348395938095665,9.759645732027606,0.07966014060841647
ENST00000257637.8,1062,883.6938800895597,3.3802369012387845,0.4907311056227055,3.1917448684954532,0.019350710003333736,9.67321006633801,0.07966234873306276
ENST00000264893.11,5545,5366.69388008956,1.1668838096658256,0.09823619675033815,9.745277228729487,0.019361360556723273,9.680663024602568,0.07969887267199399
ENST00000575898.5,1610,1431.6938800895596,6.8598788153605605,2.702032042351307,-0.5610387111966639,0.019366060139328307,7.857951723655096,0.07970942775584464
ENST00000377298.9,4760,4581.69388008956,15.858851982499266,0.299977282668104,6.739736574260892,0.019367482301346464,9.877760181147847,0.07970942775584464
ENST00000678061.1,1989,1810.6938800895596,8.380485615045954,-2.2318476682521977,1.3186041881697554,0.01937692471417392,9.87869846513197,0.07974096550342985
ENST00000643816.1,3480,3301.6938800895596,6.798600811332812,2.4578809208282824,1.5446886296534321,0.019380309667850374,9.806069259622562,0.07974757176547687
ENST00000366630.5,6690,6511.69388008956,35.67454060091371,2.9751281888415395,1.7166262024368726,0.019383261021087273,9.65397895978072,0.07975000405876424
ENST00000263368.9,799,620.7213998424348,1.3447180235546818,-0.4139659090731622,3.7984927021832267,0.01938556571629758,9.663152398608636,0.07975000405876424
ENST00000521001.2,2308,2129.6938800895596,13.734593013731029,-2.362811450754857,0.9989640521119117,0.019386239856555732,9.59370404699688,0.07975000405876424
ENST00000551380.7,4080,3901.6938800895596,6.2900117086118374,0.882211141437524,1.878577639441208,0.019403272351062654,9.689167240930756,0.07981274438438302
ENST00000537440.5,2026,1847.6938800895596,15.382778626777496,-1.3810702695047092,2.37133553070556,0.019412291673395452,9.883476093854188,0.07984251511487137
ENST00000505593.5,1379,1200.6938800895596,20.892167882626644,-2.209370049319819,1.1975413289004493,0.019439390372493398,9.824794123346452,0.07994608155550739
ENST00000367307.8,1049,870.6938800895597,3.133514347448089,-1.0478844480897822,1.5386407498975223,0.019441040162245075,9.701750034360616,0.07994608155550739
ENST00000612117.4,1329,1150.6938800895596,3.252716952344271,-1.6142734856758145,1.3257888644921016,0.019448878453714107,9.942018631693134,0.07997097562758147
ENST00000561486.1,3510,3331.6938800895596,1.2264232760792961,-1.1241995627770212,0.7711172000540711,0.019453678927006494,9.730757362527166,0.07997704157914602
ENST00000684105.1,1755,1576.6938800895596,4.708769077761613,-1.359398411271347,1.2692534852180237,0.019454959667730077,9.727922630333996,0.07997704157914602
ENST00000519321.5,692,513.7875093306793,1.6039140529755909,1.210578193248451,-0.41871026575122094,0.019457100764853293,8.642613737642941,0.07997704157914602
ENST00000310389.6,10826,10647.69388008956,1.0838138884361361,0.1854800055862686,5.08857643879393,0.019457492742760703,9.64482318443515,0.07997704157914602
ENST00000359060.5,4176,3997.6938800895596,1.019468093081736,-0.4131671081636163,3.425418345468151,0.019471572776628362,9.64303939624354,0.0800275747678156
ENST00000370440.5,5702,5523.69388008956,31.58390093098986,1.9497718941585915,2.390477189519447,0.019477455690258893,9.896410791957393,0.08004441186135283
ENST00000372479.8,16705,16526.69388008956,1.9146979640177295,0.9492784146694179,1.0143772368358832,0.019481378503485344,9.719551489082548,0.08004734961602644
ENST00000379066.5,6111,5932.69388008956,38.66941999229595,0.8935721936762705,4.779687867568053,0.019481751624654486,9.849651855504987,0.08004734961602644
ENST00000226725.11,3185,3006.6938800895596,4.878134816624284,0.4015865989021981,3.587841448116908,0.019483529541005566,9.639891668035238,0.08004734961602644
ENST00000317615.11,1070,891.6938800895597,2.6655987091101405,0.3405015217587375,4.560365208656159,0.019485465231438823,9.638296863169272,0.08004796319086956
